date,sleep_score,sleep_total_hours,sleep_deep_hours,sleep_light_hours,sleep_rem_hours,sleep_awake_min,hrv_last_night_avg,hrv_weekly_avg,stress_overall,body_battery_charged,body_battery_drained,activity_steps,activity_distance_km,activity_active_calories,activity_resting_hr,activity_max_hr,activity_moderate_intensity_min,activity_vigorous_intensity_min,activity_floors_climbed
2025-12-10,81.0,7.38,1.35,4.5,1.53,16.0,48.0,52.0,,68.0,56.0,9895.0,8.47,898.0,53.0,157.0,42.0,47.0,16.36286
2025-12-11,76.0,6.98,1.52,4.37,1.1,34.0,48.0,52.0,,53.0,65.0,12098.0,10.2,1070.0,54.0,157.0,29.0,13.0,17.38517
2025-12-12,,,,,,,,50.0,,0.0,37.0,10734.0,9.44,985.0,58.0,165.0,41.0,24.0,11.33104
2025-12-13,76.0,6.3,1.2,3.37,1.73,16.0,48.0,51.0,,64.0,63.0,4804.0,3.84,144.0,51.0,115.0,0.0,0.0,5.55282
2025-12-14,56.0,4.37,0.97,2.62,0.78,15.0,52.0,50.0,,49.0,50.0,2492.0,1.98,77.0,56.0,119.0,0.0,0.0,1.0
2025-12-15,77.0,6.68,1.8,3.48,1.4,5.0,57.0,50.0,,74.0,8.0,323.0,0.26,9.0,51.0,100.0,0.0,0.0,0.0
2025-12-16,,,,,,,,50.0,,0.0,54.0,9963.0,8.77,783.0,58.0,153.0,26.0,4.0,9.68504
2025-12-17,80.0,8.88,1.4,5.62,1.87,19.0,46.0,50.0,,54.0,53.0,8296.0,7.02,476.0,57.0,154.0,15.0,16.0,21.0
2025-12-18,62.0,6.0,1.42,3.48,1.1,21.0,44.0,49.0,,48.0,46.0,9655.0,8.39,1136.0,54.0,161.0,20.0,13.0,13.0
2025-12-19,,,,,,,,49.0,,29.0,51.0,10168.0,8.68,595.0,59.0,160.0,15.0,8.0,11.41404
2025-12-20,57.0,4.63,0.92,3.08,0.63,23.0,44.0,48.0,,33.0,61.0,9952.0,8.47,1052.0,58.0,160.0,31.0,9.0,9.0
2025-12-21,78.0,6.68,1.23,3.93,1.52,1.0,46.0,47.0,,51.0,51.0,1766.0,1.41,48.0,56.0,111.0,0.0,0.0,0.0
2025-12-22,57.0,5.45,1.67,3.35,0.43,46.0,37.0,43.0,,32.0,32.0,10472.0,9.03,919.0,57.0,157.0,29.0,3.0,26.48228
2025-12-23,78.0,7.23,1.32,4.47,1.45,11.0,48.0,44.0,,51.0,51.0,8265.0,7.32,883.0,58.0,154.0,51.0,8.0,11.22277
2025-12-24,77.0,6.62,0.97,3.92,1.73,0.0,46.0,44.0,,51.0,51.0,2556.0,2.04,85.0,56.0,118.0,0.0,0.0,6.0
2025-12-25,80.0,8.62,1.32,5.47,1.83,23.0,43.0,44.0,,60.0,50.0,7236.0,6.74,945.0,57.0,154.0,49.0,2.0,4.74606
2025-12-26,62.0,5.1,1.02,3.0,1.08,8.0,51.0,45.0,,48.0,54.0,7758.0,6.5,825.0,57.0,148.0,18.0,0.0,8.0397
2025-12-27,88.0,7.72,1.42,4.55,1.75,2.0,50.0,45.0,,71.0,61.0,3126.0,2.49,169.0,54.0,121.0,0.0,0.0,6.72605
2025-12-28,82.0,9.0,0.97,6.13,1.9,19.0,41.0,45.0,,68.0,55.0,5017.0,4.03,191.0,58.0,118.0,0.0,0.0,4.31398
2025-12-29,84.0,8.18,0.97,5.33,1.88,7.0,49.0,47.0,,57.0,66.0,4503.0,3.6,257.0,56.0,136.0,0.0,0.0,18.35564
2025-12-30,68.0,5.75,1.4,3.7,0.65,4.0,38.0,45.0,,15.0,34.0,11413.0,9.74,1150.0,60.0,154.0,35.0,4.0,17.22966
2025-12-31,,,,,,,,45.0,,11.0,38.0,7738.0,6.74,933.0,61.0,155.0,21.0,1.0,5.12598
2026-01-01,82.0,8.87,1.03,5.93,1.9,10.0,40.0,44.0,,53.0,51.0,10562.0,9.11,1183.0,59.0,161.0,34.0,14.0,8.36713
2026-01-02,80.0,7.2,1.1,4.4,1.7,0.0,46.0,44.0,,74.0,59.0,9991.0,8.39,821.0,56.0,161.0,15.0,9.0,9.59219
2026-01-03,92.0,7.58,1.58,4.05,1.95,0.0,49.0,44.0,,70.0,80.0,9061.0,8.07,885.0,53.0,154.0,42.0,12.0,19.07448
2026-01-04,74.0,7.8,1.12,4.95,1.73,16.0,43.0,44.0,,48.0,42.0,3093.0,2.46,151.0,62.0,113.0,0.0,0.0,2.11483
2026-01-05,79.0,7.92,0.93,5.38,1.6,19.0,41.0,43.0,,47.0,50.0,9084.0,9.51,669.0,58.0,156.0,25.0,37.0,17.35991
2026-01-06,73.0,6.57,1.2,3.78,1.58,39.0,43.0,44.0,,54.0,49.0,9392.0,7.68,1291.0,58.0,158.0,50.0,4.0,14.58366
2026-01-07,78.0,7.1,0.9,4.47,1.73,11.0,46.0,44.0,,44.0,58.0,9372.0,7.82,901.0,59.0,145.0,18.0,0.0,10.0
2026-01-08,91.0,7.67,1.57,3.88,2.22,0.0,47.0,45.0,,83.0,64.0,10214.0,8.82,902.0,55.0,160.0,26.0,21.0,21.75591
2026-01-09,85.0,8.15,1.7,4.38,2.07,7.0,42.0,44.0,,52.0,60.0,13734.0,11.63,1312.0,58.0,163.0,50.0,14.0,4.11286
2026-01-10,82.0,6.95,1.33,4.17,1.45,0.0,55.0,45.0,,61.0,74.0,10027.0,8.33,1097.0,58.0,161.0,56.0,15.0,14.0
2026-01-11,79.0,7.28,1.0,4.77,1.52,4.0,47.0,46.0,,65.0,27.0,1810.0,1.44,100.0,59.0,121.0,0.0,0.0,6.35728
2026-01-12,81.0,7.12,1.28,4.1,1.73,1.0,53.0,47.0,,67.0,76.0,12095.0,10.28,1338.0,56.0,152.0,46.0,2.0,21.53576
2026-01-13,73.0,6.58,1.43,3.7,1.45,19.0,44.0,47.0,,55.0,44.0,11076.0,9.28,890.0,58.0,153.0,30.0,12.0,10.19685
2026-01-14,83.0,6.73,1.37,3.63,1.73,0.0,50.0,48.0,,76.0,76.0,13060.0,11.07,1268.0,53.0,156.0,48.0,5.0,14.57218
2026-01-15,75.0,6.53,1.28,3.7,1.55,35.0,53.0,49.0,,66.0,77.0,13396.0,11.29,1142.0,52.0,156.0,58.0,22.0,29.31923
2026-01-16,76.0,6.65,0.93,4.23,1.48,16.0,46.0,50.0,,65.0,63.0,7436.0,6.46,646.0,56.0,148.0,23.0,0.0,12.62598
2026-01-17,90.0,7.58,1.65,4.27,1.67,5.0,54.0,50.0,,66.0,69.0,9869.0,8.39,905.0,57.0,154.0,23.0,5.0,13.6729
2026-01-18,77.0,7.07,1.15,4.47,1.45,8.0,51.0,50.0,,69.0,44.0,2517.0,2.01,66.0,59.0,108.0,0.0,0.0,2.60171
2026-01-19,82.0,8.47,0.92,5.83,1.72,32.0,55.0,50.0,,66.0,72.0,9585.0,8.21,1032.0,57.0,155.0,31.0,4.0,16.17454
2026-01-20,76.0,7.36,0.52,5.07,1.78,13.0,51.0,52.0,,63.0,64.0,11164.0,9.46,1006.0,58.0,155.0,56.0,15.0,27.77264
2026-01-21,86.0,8.08,1.0,5.42,1.67,5.0,52.0,52.0,,80.0,58.0,9736.0,8.01,849.0,56.0,158.0,36.0,15.0,11.56463
2026-01-22,84.0,7.23,1.0,4.2,2.03,12.0,54.0,52.0,,67.0,81.0,14500.0,11.36,924.0,55.0,146.0,24.0,0.0,41.71785
2026-01-23,85.0,8.4,1.07,5.53,1.8,3.0,53.0,53.0,,46.0,76.0,12062.0,10.56,880.0,57.0,152.0,36.0,4.0,19.0
2026-01-24,82.0,6.95,1.17,4.23,1.55,3.0,50.0,52.0,,67.0,65.0,14782.0,11.77,1458.0,54.0,160.0,38.0,16.0,18.46686
2026-01-25,81.0,6.87,1.17,4.25,1.45,12.0,52.0,52.0,,84.0,58.0,8294.0,6.8,861.0,54.0,156.0,41.0,5.0,12.25328
2026-01-26,81.0,8.2,0.95,5.47,1.78,43.0,51.0,52.0,,53.0,77.0,9226.0,7.64,695.0,58.0,151.0,16.0,2.0,11.36647
2026-01-27,74.0,7.07,0.98,4.53,1.55,42.0,50.0,52.0,,60.0,54.0,11245.0,9.79,991.0,55.0,160.0,48.0,13.0,22.64665
2026-01-28,83.0,7.98,1.22,5.12,1.65,11.0,50.0,52.0,,74.0,65.0,13083.0,10.99,1076.0,56.0,161.0,38.0,21.0,17.39928
2026-01-29,83.0,8.23,0.98,5.4,1.85,10.0,54.0,52.0,,74.0,69.0,13007.0,10.91,1043.0,54.0,159.0,36.0,9.0,27.0666
2026-01-30,77.0,9.18,0.7,6.45,2.03,39.0,52.0,51.0,,68.0,55.0,11029.0,9.13,641.0,58.0,146.0,18.0,0.0,22.04659
2026-01-31,85.0,8.83,0.88,6.15,1.8,6.0,51.0,51.0,,67.0,72.0,11950.0,10.14,803.0,57.0,158.0,25.0,3.0,23.14206
2026-02-01,86.0,9.28,1.12,6.08,2.08,16.0,51.0,51.0,,59.0,62.0,6032.0,4.9,195.0,55.0,116.0,0.0,0.0,27.18701
2026-02-02,84.0,10.01,0.83,7.02,2.17,6.0,50.0,51.0,,61.0,69.0,6904.0,5.79,780.0,57.0,145.0,19.0,0.0,11.0
2026-02-03,52.0,8.88,0.57,6.35,1.97,102.0,40.0,50.0,,43.0,49.0,8463.0,7.08,922.0,57.0,162.0,36.0,20.0,16.67257
2026-02-04,85.0,9.13,1.05,5.35,2.73,2.0,44.0,49.0,,58.0,69.0,12443.0,32.83,1804.0,55.0,158.0,44.0,11.0,31.0
2026-02-05,67.0,6.53,0.75,4.82,0.97,52.0,47.0,48.0,,41.0,28.0,3225.0,21.11,944.0,61.0,153.0,6.0,1.0,19.39272
2026-02-06,,,,,,,,,,,,,,,,,,,
2026-02-07,,,,,,,,46.0,,7.0,27.0,1186.0,0.94,50.0,58.0,108.0,0.0,0.0,0.0
2026-02-08,92.0,9.15,1.55,4.85,2.75,0.0,48.0,46.0,,78.0,69.0,3062.0,2.46,110.0,54.0,105.0,0.0,0.0,1.31857
2026-02-09,83.0,7.03,0.87,4.38,1.78,4.0,51.0,46.0,,74.0,85.0,14588.0,12.56,1408.0,54.0,164.0,53.0,19.0,17.0
2026-02-10,81.0,8.88,0.7,6.02,2.17,23.0,45.0,47.0,,61.0,66.0,9161.0,7.83,857.0,57.0,162.0,31.0,10.0,10.22671
2026-02-11,68.0,6.03,1.12,4.15,0.77,31.0,47.0,47.0,,76.0,57.0,1763.0,1.4,61.0,54.0,114.0,0.0,0.0,1.25066
2026-02-12,85.0,8.47,0.85,5.45,2.17,18.0,49.0,48.0,,78.0,79.0,11148.0,9.56,929.0,54.0,168.0,32.0,19.0,11.04856
2026-02-13,73.0,6.77,1.37,3.93,1.47,29.0,43.0,47.0,,43.0,50.0,11771.0,9.75,737.0,55.0,151.0,23.0,1.0,10.66798
2026-02-14,90.0,7.53,1.47,4.55,1.52,5.0,49.0,47.0,,65.0,73.0,11409.0,9.64,748.0,56.0,155.0,19.0,5.0,10.57579
2026-02-15,59.0,5.77,0.65,4.63,0.48,17.0,39.0,46.0,,47.0,36.0,8606.0,6.84,836.0,62.0,174.0,45.0,20.0,4.11253
2026-02-16,83.0,7.19,1.42,4.23,1.55,1.0,44.0,45.0,,55.0,56.0,4583.0,3.65,124.0,59.0,111.0,0.0,0.0,1.53904
2026-02-17,80.0,8.85,0.93,6.07,1.85,37.0,54.0,46.0,,61.0,43.0,4036.0,3.26,70.0,56.0,99.0,0.0,0.0,6.0
2026-02-18,,,,,,,,46.0,,26.0,38.0,3154.0,2.53,53.0,54.0,110.0,0.0,0.0,3.0
2026-02-19,91.0,10.0,1.43,5.57,3.0,3.0,50.0,46.0,,67.0,80.0,13413.0,11.56,876.0,53.0,155.0,14.0,6.0,17.30709
2026-02-20,73.0,6.15,1.5,3.53,1.12,37.0,47.0,47.0,,55.0,51.0,7898.0,6.54,817.0,54.0,149.0,33.0,12.0,7.79429
2026-02-21,93.0,7.6,1.83,3.55,2.22,7.0,49.0,47.0,,83.0,71.0,12031.0,9.59,437.0,55.0,122.0,0.0,0.0,9.0
2026-02-22,83.0,7.35,0.92,4.53,1.9,4.0,50.0,49.0,,68.0,64.0,6793.0,5.47,132.0,57.0,111.0,0.0,0.0,4.25328
2026-02-23,87.0,9.67,1.17,6.37,2.13,0.0,52.0,50.0,,73.0,74.0,11021.0,9.91,1031.0,56.0,158.0,54.0,10.0,10.24049
2026-02-24,81.0,7.98,0.97,5.15,1.87,37.0,52.0,50.0,,74.0,70.0,11942.0,10.16,921.0,56.0,165.0,20.0,17.0,13.45735
2026-02-25,88.0,8.33,0.9,5.67,1.77,6.0,54.0,51.0,,66.0,73.0,11380.0,10.18,669.0,55.0,141.0,14.0,0.0,12.29724
2026-02-26,83.0,8.55,1.33,5.28,1.93,32.0,50.0,51.0,,55.0,57.0,9840.0,8.11,860.0,57.0,142.0,20.0,0.0,16.0
2026-02-27,82.0,6.8,0.8,4.5,1.5,19.0,54.0,52.0,,81.0,63.0,6928.0,5.53,231.0,52.0,121.0,0.0,0.0,13.34285
2026-02-28,54.0,8.43,1.37,5.5,1.57,87.0,46.0,51.0,,45.0,29.0,1683.0,1.34,37.0,58.0,106.0,0.0,0.0,2.43307
2026-03-01,,,,,,,,51.0,,0.0,14.0,583.0,0.46,27.0,60.0,106.0,0.0,0.0,0.71194
2026-03-02,87.0,8.43,1.87,4.05,2.52,2.0,40.0,49.0,,60.0,58.0,14027.0,11.98,851.0,57.0,154.0,40.0,9.0,20.35728
2026-03-03,,,,,,,,49.0,,5.0,1.0,117.0,0.09,1.0,61.0,98.0,0.0,0.0,0.0
2026-03-04,86.0,8.57,1.08,5.63,1.85,3.0,47.0,47.0,,72.0,62.0,9636.0,8.11,1005.0,59.0,162.0,27.0,8.0,6.0
2026-03-05,85.0,9.27,1.13,5.77,2.37,3.0,45.0,46.0,,54.0,64.0,6462.0,5.75,780.0,60.0,142.0,9.0,0.0,8.0
2026-03-06,87.0,7.88,1.6,4.43,1.85,0.0,41.0,44.0,,55.0,43.0,6016.0,4.92,440.0,57.0,128.0,0.0,0.0,11.16076
2026-03-07,81.0,8.35,1.38,5.15,1.82,20.0,40.0,43.0,,44.0,63.0,14330.0,12.14,1272.0,59.0,163.0,41.0,21.0,14.02329
2026-03-08,77.0,7.35,1.0,4.7,1.65,9.0,38.0,42.0,,40.0,32.0,5601.0,4.57,133.0,62.0,107.0,0.0,0.0,7.30381
2026-03-09,59.0,4.72,0.63,3.0,1.08,0.0,49.0,43.0,,64.0,56.0,4925.0,3.96,118.0,56.0,110.0,0.0,0.0,4.0
2026-03-10,87.0,8.18,1.53,4.97,1.68,8.0,53.0,44.0,,83.0,78.0,12213.0,10.82,915.0,55.0,155.0,35.0,4.0,8.49934
2026-03-11,70.0,8.7,1.48,5.78,1.43,44.0,45.0,44.0,,54.0,61.0,8058.0,6.8,761.0,55.0,154.0,18.0,1.0,12.19455
2026-03-12,86.0,8.55,1.02,5.52,2.02,14.0,52.0,45.0,,70.0,81.0,8856.0,7.75,988.0,55.0,156.0,36.0,6.0,4.79626
2026-03-13,72.0,6.8,1.0,4.48,1.32,25.0,45.0,46.0,,71.0,47.0,7987.0,7.02,410.0,56.0,147.0,9.0,0.0,13.11844
2026-03-14,87.0,7.77,1.4,4.43,1.93,6.0,44.0,46.0,,49.0,66.0,10300.0,9.39,852.0,57.0,156.0,21.0,11.0,8.35925
2026-03-15,81.0,8.22,1.15,5.28,1.78,10.0,39.0,46.0,,53.0,41.0,7453.0,7.07,568.0,62.0,177.0,6.0,19.0,19.53281
2026-03-16,86.0,7.95,0.62,5.62,1.72,7.0,48.0,46.0,,77.0,72.0,9228.0,8.36,734.0,56.0,155.0,10.0,2.0,8.0
2026-03-17,87.0,8.85,1.17,5.7,1.98,10.0,55.0,46.0,,74.0,72.0,6126.0,5.47,597.0,55.0,146.0,10.0,0.0,7.08924
2026-03-18,48.0,3.7,1.23,1.88,0.58,0.0,48.0,47.0,,45.0,70.0,4749.0,3.83,389.0,57.0,131.0,0.0,0.0,15.0
2026-03-19,84.0,7.93,1.22,4.85,1.87,25.0,46.0,46.0,,66.0,41.0,2038.0,1.62,90.0,57.0,124.0,0.0,0.0,8.44127
2026-03-20,81.0,8.2,1.32,4.23,2.65,17.0,47.0,46.0,,69.0,61.0,2845.0,2.33,83.0,55.0,137.0,0.0,0.0,11.70997
2026-03-21,79.0,8.0,0.93,5.38,1.68,32.0,40.0,46.0,,58.0,53.0,7109.0,5.66,354.0,58.0,127.0,0.0,0.0,20.33727
2026-03-22,64.0,5.86,1.07,4.33,0.47,20.0,41.0,46.0,,40.0,57.0,6297.0,5.21,718.0,60.0,147.0,20.0,0.0,2.61614
2026-03-23,81.0,7.48,0.88,4.98,1.62,13.0,41.0,45.0,,54.0,48.0,6999.0,6.24,778.0,59.0,153.0,10.0,1.0,6.0
2026-03-24,82.0,9.23,1.13,5.52,2.58,26.0,42.0,43.0,,64.0,51.0,5507.0,4.38,216.0,60.0,116.0,0.0,0.0,12.10269
2026-03-25,76.0,6.99,1.08,4.38,1.53,18.0,43.0,43.0,,46.0,62.0,11396.0,10.05,749.0,59.0,138.0,5.0,0.0,28.0
2026-03-26,76.0,8.25,0.78,5.72,1.75,41.0,44.0,43.0,,71.0,55.0,4309.0,3.44,121.0,57.0,125.0,0.0,0.0,7.61155
2026-03-27,78.0,7.04,0.7,4.82,1.53,6.0,45.0,42.0,,64.0,71.0,7654.0,7.18,1016.0,56.0,178.0,38.0,16.0,11.0
2026-03-28,84.0,8.03,1.33,4.93,1.77,2.0,38.0,42.0,,49.0,55.0,12653.0,11.82,900.0,61.0,159.0,30.0,25.0,9.25558
2026-03-29,85.0,8.78,1.15,5.48,2.15,3.0,42.0,42.0,,56.0,48.0,7364.0,6.0,446.0,59.0,121.0,0.0,0.0,17.47277
2026-03-30,74.0,7.33,0.88,4.95,1.5,11.0,38.0,42.0,,32.0,16.0,5478.0,5.5,590.0,63.0,142.0,12.0,0.0,15.22244
